"RouteID","StopID","EstimateTime","GoBack"
"16726","153434","378","0"
"16992","162475","-3","3"
"16788","157537","5170","2"
"16964","161936","-1","2"
"16839","158186","5906","2"
"16732","187712","677","0"
"17717","188138","-1","2"
"17696","186805","-1","2"
"16223","111622","3833","2"
"10753","38307","684","1"
"18068","203265","5882","0"
"16637","142871","-1","2"
"16774","157223","3840","2"
"17916","196296","1693","0"
"17868","194596","2558","2"
"16532","133224","5894","2"
"16588","138800","131","1"
"16210","191134","-1","2"
"16835","158021","1011","2"
"10475","10488","0","1"
"17838","192913","-1","2"
"16574","190229","-1","2"
"16191","110062","1236","0"
"17648","184514","-3","3"
"17958","198408","715","1"
"16542","198231","1927","0"
"17835","192861","-3","3"
"16739","155603","4976","2"
"16644","142848","2805","2"
"16629","141928","5318","2"
"10163","15898","104","1"
"16544","134061","0","0"
"17483","176668","2023","0"
"10116","20146","5534","2"
"16637","142856","-1","2"
"17720","188612","-3","3"
"17842","197585","-1","2"
"17516","178558","1433","0"
"17394","172429","-3","3"
"17720","188629","-3","3"
"16956","161723","6053","2"
"17958","198380","-1","2"
"16595","139494","56","1"
"17393","172406","-3","3"
"10196","35083","158","0"
"16681","148370","-1","2"
"16191","110085","3305","0"
"16775","187132","5456","2"
"16668","151108","2230","2"
"17811","191788","-3","3"
"16223","111595","2534","2"
"16620","141187","-1","2"
"17711","187625","-1","2"
"16405","183692","-1","2"
"16770","157074","-3","3"
"16943","161443","2478","0"
"17528","179492","1748","1"
"17567","186670","-1","2"
"17696","186747","-1","2"
"17940","197216","2738","2"
"17537","179990","-3","3"
"16519","131764","4682","2"
"16623","141530","1843","2"
"16739","155678","-1","2"
"17570","181511","483","0"
"16468","127712","346","0"
"10511","37655","76","1"
"17977","199190","74","1"
"16659","147175","262","0"
"16518","131694","1640","0"
"10731","138175","466","0"
"17664","184717","-3","3"
"16973","162104","-1","2"
"16710","152087","-1","2"
"10116","20219","11641","2"
"17532","179675","398","0"
"17718","188257","-3","3"
"16923","161011","-1","2"
"17304","169426","276","1"
"16678","198169","-4","2"
"17910","195983","-1","2"
"17537","198914","-3","3"
"17466","175063","28","1"
"16479","128325","563","1"
"16852","158463","5504","2"
"16717","152472","399","2"
"17500","188519","5234","2"
"17527","179321","4413","0"
"16576","137797","-1","2"
"16265","113446","459","1"
"16590","138977","4742","2"
"16223","111657","5665","2"
"16719","152611","301","0"
"17528","179367","1234","0"
"17668","184984","1482","0"
"16732","154172","983","0"
"16999","162634","3225","2"
"16960","174950","8789","2"
"17516","178536","4018","2"
"16538","185986","5313","2"
"16995","162572","2443","2"
"16869","193081","-1","2"
"17948","198298","-3","3"
"16912","194488","2797","0"
"16588","138739","529","0"
"16258","113175","1498","1"
"16579","137989","-3","3"
"16629","141921","4757","2"
"17360","171626","390","1"
"17016","163140","4085","2"
"16573","137462","1481","0"
"11244","188022","-1","2"
"17546","180657","-3","3"
"10148","33945","1194","0"
"16691","149918","417","0"
"16620","195840","-1","2"
"10753","38334","2418","1"
"17500","177590","5543","2"
"16964","161937","-1","2"
"10151","34161","0","0"
"17003","162774","2480","2"
"16891","159874","2678","2"
"16468","199164","153","0"
"16282","150948","675","1"
"16995","162536","1077","2"
"16594","139365","273","1"
"16608","140399","241","0"
"16931","161179","3193","2"
"16732","154158","150","0"
"16710","152055","-1","2"
"17719","188437","-3","3"
"16682","148417","954","0"
"16673","147866","1317","0"
"16481","128428","864","0"
"10329","14905","865","1"
"17623","198094","-3","3"
"16418","123251","644","0"
"16581","138095","231","0"
"10162","155808","-1","2"
"10731","14129","68","0"
"17696","186726","-1","2"
"16538","133707","5369","2"
"16557","134487","-1","2"
"17466","175007","659","0"
"16808","157775","-3","3"
"16492","193207","832","1"
"16753","155954","1464","0"
"17500","177655","3019","2"
"17570","181547","575","1"
"17300","169927","222","1"
"17915","196226","-3","3"
"16964","161904","8891","2"
"16265","113391","91","0"
"16677","148144","3727","2"
"17576","181816","334","0"
"17294","173812","-1","2"
"16588","196184","100","0"
"16763","156743","-3","3"
"16757","156156","2123","0"
"16873","159278","-1","2"
"17523","178981","-1","2"
"16770","157079","-3","3"
"16670","147732","896","0"
"16530","132977","-3","3"
"16761","156586","1714","2"
"16189","109970","2371","0"
"16800","157697","-1","2"
"17692","186516","-1","2"
"10329","14853","162","0"
"17700","187068","-1","2"
"16912","198426","1091","0"
"16764","156812","2102","0"
"17294","173851","4909","0"
"16671","147772","55","0"
"16544","134060","4099","2"
"16907","160366","-1","2"
"16676","148126","52","0"
"10492","37303","739","0"
"16485","128808","1317","1"
"16606","140213","2185","2"
"16682","148418","983","0"
"18041","201794","1650","0"
"16590","138981","4927","2"
"16575","185985","-1","2"
"16663","147424","-1","2"
"16189","109963","2004","0"
"16223","111587","1988","2"
"16590","138982","4963","2"
"17699","186938","7263","2"
"16581","138160","0","1"
"17692","186517","-1","2"
"18054","202692","-3","3"
"17011","162970","1712","2"
"16693","150125","2742","2"
"17432","174210","-3","3"
"16498","129531","262","0"
"16543","177920","-1","2"
"17005","162860","2571","2"
"17304","196739","618","1"
"17683","185881","441","0"
"16491","129119","1858","2"
"16518","131657","1227","0"
"17536","179862","-1","2"
"16431","198597","298","1"
"17293","174400","2549","0"
"16405","122429","100","1"
"16735","154520","-1","2"
"17992","199648","-1","2"
"16532","133246","6824","2"
"16123","18861","183","1"
"17838","192947","561","1"
"16841","158229","3510","2"
"17528","179499","2094","1"
"17923","196570","-1","2"
"16582","138401","4924","2"
"16770","157043","4329","2"
"16867","158976","6477","2"
"17479","176264","1935","2"
"16666","147532","2756","2"
"16485","128755","172","0"
"16764","156834","3593","0"
"16732","154193","1577","0"
"16595","139427","1282","0"
"16513","184358","1942","0"
"17990","199514","1360","2"
"17332","171450","968","1"
"16517","131472","-1","2"
"16962","161854","-1","2"
"16692","150031","1039","2"
"10731","14173","952","0"
"16464","195126","1374","0"
"16691","175755","107","1"
"5415","13978","610","2"
"17013","163089","117","1"
"16590","138937","5484","2"
"17424","173900","-1","2"
"16530","133038","-3","3"
"17548","180715","1214","0"
"16642","142729","3273","2"
"16673","147841","-1","2"
"10753","38252","2498","2"
"16498","129546","503","1"
"17017","163182","141","2"
"17905","195834","-3","3"
"16606","203351","720","1"
"16669","147690","1270","1"
"10163","15880","211","1"
"17696","186704","-1","2"
"16773","157137","357","2"
"16861","158758","1282","0"
"17719","188373","-3","3"
"16672","147788","-1","2"
"16968","161977","-3","3"
"10173","177191","270","1"
"10163","15886","553","1"
"10329","14859","163","0"
"16500","129642","2326","0"
"16517","131518","316","0"
"16612","140664","-1","2"
"17957","198363","-4","2"
"16474","127995","1235","0"
"16243","112435","396","1"
"16632","142092","431","0"
"16296","114982","-1","2"
"17700","187090","1266","1"
"16758","156221","-1","2"
"16710","177563","-1","2"
"17501","177707","-1","2"
"16527","132767","-1","2"
"16633","163229","247","0"
"16675","168611","829","2"
"16681","198641","-1","2"
"18017","201645","-3","3"
"16113","16108","256","2"
"17917","196388","-1","2"
"16672","147793","-1","2"
"17824","192446","-1","2"
"16501","129697","-1","2"
"17845","193166","416","1"
"16294","114917","241","1"
"16578","137979","-3","3"
"16659","147176","366","0"
"16659","145499","860","1"
"16760","156553","-1","2"
"18098","203108","440","2"
"17941","197333","0","0"
"16611","198498","108","1"
"17293","174404","3146","0"
"16497","129440","1921","2"
"17545","180524","-1","2"
"17814","198287","-3","3"
"17716","188057","-1","2"
"16735","154550","1593","1"
"16697","150692","216","1"
"16755","156014","1217","0"
"17847","193298","-3","3"
"16588","138765","53","0"
"16604","140126","554","0"
"17575","181767","734","2"
"16585","138607","788","1"
"16761","156566","397","2"
"16878","159453","-1","2"
"17699","186948","2088","2"
"16425","123756","594","0"
"16588","138761","257","0"
"16660","145851","-1","2"
"16695","150358","5011","2"
"16775","187152","7399","2"
"10196","35149","896","0"
"17332","171423","4113","2"
"17433","174255","-1","2"
"16542","156322","576","0"
"16189","109888","2166","2"
"16662","170806","2170","0"
"16642","198615","251","1"
"16113","16149","1623","0"
"16591","139091","993","0"
"16851","158419","2196","0"
"16485","128742","1389","2"
"17003","162728","4092","2"
"16730","195898","-1","2"
"10492","37316","141","0"
"16397","122253","611","1"
"16557","134490","-1","2"
"16592","149422","936","1"
"10511","37645","56","1"
"16659","147171","859","0"
"17526","179219","-1","2"
"16591","139042","276","0"
"16431","124169","533","0"
"15717","19538","-1","2"
"16651","143618","-1","2"
"16538","133626","-1","2"
"17527","179326","4781","0"
"17791","191162","3243","2"
"16532","133214","5349","2"
"16871","202219","-1","2"
"16210","199600","-1","2"
"17432","174272","3803","2"
"16595","139486","431","1"
"16123","18863","324","1"
"17718","188286","-3","3"
"10732","14385","233","0"
"15224","180615","916","1"
"10162","15080","86","0"
"16689","149729","1342","1"
"16877","159391","-1","2"
"16873","159236","-1","2"
"16581","138089","851","0"
"16635","142936","0","1"
"16971","162030","-1","2"
"16999","162617","2383","2"
"16993","194117","1929","2"
"16865","158921","2391","2"
"17013","163082","4159","2"
"17530","179603","-1","2"
"10491","37229","246","1"
"16606","202583","1356","2"
"16532","133259","7732","2"
"16258","188772","365","1"
"16659","147141","319","0"
"16123","18871","212","1"
"17916","196347","324","1"
"16531","133123","-3","3"
"10731","14073","472","0"
"16869","159140","-1","2"
"17433","174248","-1","2"
"16673","147853","393","0"
"16603","140056","84","0"
"16581","138062","-1","2"
"16628","141870","5828","2"
"16950","192162","-1","2"
"16758","156166","-1","2"
"16420","123348","-1","2"
"16660","147303","-1","2"
"16481","128443","322","0"
"16695","154428","7897","0"
"16869","159099","-1","2"
"16603","140027","200","0"
"16581","138068","290","0"
"10196","35157","0","1"
"17838","192921","450","0"
"16655","145159","50","1"
"16682","148448","3008","0"
"16191","110069","1769","0"
"16493","129226","5625","2"
"16629","141966","7407","2"
"16521","131839","730","0"
"10196","35106","0","0"
"16542","156364","3692","0"
"17528","179477","1184","1"
"16527","132689","-1","2"
"16579","137985","-3","3"
"16614","140869","-1","2"
"17889","195208","-1","2"
"16591","139066","239","0"
"16907","160375","-1","2"
"16603","140024","92","0"
"16948","161575","5357","2"
"16675","148040","348","0"
"16835","158054","110","0"
"17719","188455","-3","3"
"16270","113739","1320","2"
"16914","160842","7131","2"
"17003","162745","4864","2"
"10474","10519","474","0"
"16599","139816","2231","2"
"17914","196126","2091","2"
"16462","127412","587","0"
"16735","154527","170","0"
"16993","162500","4329","2"
"16538","133695","4806","2"
"17847","193295","-3","3"
"16542","177926","1359","0"
"17304","169372","580","0"
"17525","179149","371","0"
"16258","113157","530","1"
"16929","201823","-3","3"
"16423","185097","851","0"
"16950","161627","6729","2"
"16850","158366","848","2"
"16852","158440","3490","2"
"16607","140341","-1","2"
"16423","123505","318","0"
"16695","150412","4481","0"
"17837","194392","-3","3"
"16405","122396","375","0"
"16527","132778","-1","2"
"16630","142030","4552","2"
"17523","179008","248","1"
"16191","110084","3158","0"
"16810","157795","-3","3"
"10511","37591","2063","0"
"17292","168721","75","1"
"16265","113386","-1","2"
"16665","147499","472","0"
"18098","203123","1035","2"
"17517","178601","149","0"
"17845","199756","63","1"
"16651","143612","-1","2"
"10195","34949","844","0"
"16981","162327","-3","3"
"17395","172450","2114","0"
"10453","36562","769","0"
"16681","148354","-1","2"
"16123","18857","243","1"
"10151","34203","862","0"
"17838","192905","-1","2"
"10491","37183","240","0"
"5415","13986","177","0"
"16574","189014","-1","2"
"16593","139239","-1","2"
"17692","186512","-1","2"
"16574","190257","-1","2"
"17775","190062","-3","3"
"18016","200375","-3","3"
"16604","140128","958","0"
"16689","149642","37","0"
"16674","147940","412","1"
"10143","13941","848","1"
"10164","16062","1616","1"
"17665","184775","5555","2"
"17835","192854","-3","3"
"16956","192047","6503","2"
"16681","148357","-1","2"
"17009","162924","4456","2"
"16896","160013","336","2"
"16770","157049","4732","2"
"10116","20212","11126","2"
"16467","127663","-3","3"
"17552","180877","-1","2"
"16272","113870","-4","2"
"16685","149280","734","0"
"17972","198994","4108","2"
"17700","187046","-1","2"
"10784","38826","-1","2"
"16544","134082","1744","0"
"16835","158008","249","2"
"16732","154190","592","0"
"16682","148441","2550","0"
"16732","180585","79","1"
"16735","154525","0","0"
"16655","145164","120","1"
"16620","141191","-1","2"
"10173","15048","444","1"
"16629","196482","6105","2"
"16956","161740","-1","2"
"16764","156846","4417","0"
"16224","120535","1079","1"
"16656","147082","-3","3"
"16608","140423","925","0"
"17526","179249","1105","1"
"16986","162372","-1","2"
"17575","203312","778","1"
"16656","147086","-3","3"
"17523","178996","471","1"
"16535","133436","2619","2"
"17842","194440","-1","2"
"16759","156238","-1","2"
"16775","188042","8227","2"
"17466","175046","4105","0"
"16491","129145","3627","2"
"16960","161814","6596","2"
"15717","19573","1479","0"
"16954","161695","-3","3"
"10116","20153","5926","2"
"16486","128831","579","0"
"10325","21158","294","1"
"16418","123264","1786","0"
"16668","151114","2657","2"
"17570","181572","299","1"
"16543","156300","-1","2"
"17706","187379","5087","2"
"17972","199011","5155","2"
"17523","178974","1539","0"
"16837","158131","645","0"
"10453","36602","211","1"
"17501","177716","-1","2"
"10329","14836","230","0"
"16660","145831","-1","2"
"18009","200361","-1","2"
"17009","162903","2797","2"
"16522","132211","217","1"
"16789","185186","-1","2"
"16531","133121","-3","3"
"17905","195827","-3","3"
"16497","148680","1827","2"
"16689","191773","867","1"
"17568","181463","-1","2"
"10492","37363","165","1"
"17532","179663","29","0"
"16191","110076","2343","0"
"16265","113441","236","1"
"16739","155687","-1","2"
"10325","21165","930","1"
"16719","152602","0","0"
"16519","194767","4731","2"
"17294","173854","5129","0"
"16861","158690","-1","2"
"16660","147275","-1","2"
"16406","122443","-4","2"
"17010","162940","2169","2"
"17394","172430","-3","3"
"17482","176600","5029","0"
"16595","139454","1190","0"
"16739","155627","6138","2"
"10151","199790","-1","2"
"16627","141792","-1","2"
"16819","157865","-3","3"
"17479","176297","4567","2"
"17648","184511","-3","3"
"16627","141826","-1","2"
"16468","127730","895","0"
"16562","135013","-1","2"
"16519","131750","3712","2"
"16626","141731","3558","2"
"17996","199852","-3","3"
"16627","141809","-1","2"
"16688","190101","685","1"
"16694","150225","903","0"
"16562","135047","961","1"
"16852","199582","5799","2"
"10116","20159","6385","2"
"16694","150267","804","0"
"17534","179792","-1","2"
"17868","194643","1969","0"
"16942","161420","-1","2"
"16294","114873","155","0"
"16532","133256","7530","2"
"16770","187307","2778","2"
"16670","147754","1711","1"
"17310","170854","757","2"
"16191","110045","2046","2"
"17518","178711","4719","2"
"16789","185162","-1","2"
"16538","133713","5626","2"
"16627","141804","-1","2"
"16719","152610","250","0"
"17500","177689","4757","2"
"16582","183890","6296","2"
"16682","148503","321","1"
"16878","159410","3073","2"
"16243","112440","767","1"
"16517","131539","61","0"
"16565","198474","2534","2"
"16857","174101","-1","2"
"16923","161016","-1","2"
"16787","157511","-1","2"
"16613","140758","652","0"
"16429","124113","170","1"
"16466","127605","2478","0"
"17528","179561","1425","1"
"16425","123807","600","1"
"16681","148363","-1","2"
"16906","160322","1867","2"
"16481","128451","92","1"
"10195","34928","235","0"
"17300","169937","838","1"
"16564","135800","4012","2"
"17692","192431","-4","2"
"16825","157923","-3","3"
"16729","153972","6917","2"
"16950","161582","5529","2"
"16527","132719","-1","2"
"16861","158764","1539","0"
"16591","139049","906","0"
"16397","122242","-1","2"
"16946","161508","3336","2"
"16812","157816","-1","2"
"17500","177611","246","1"
"16425","123778","709","1"
"17003","162767","2134","2"
"5416","14122","948","0"
"16710","152049","-1","2"
"16732","154191","673","0"
"16975","162190","-1","2"
"16642","142742","348","0"
"16757","156115","521","0"
"16588","138815","44","1"
"16694","150234","234","0"
"16659","147197","666","0"
"16500","129611","-1","2"
"16773","157200","4902","2"
"16695","150395","3208","0"
"16663","147425","-1","2"
"16538","133622","-1","2"
"16912","160720","2502","0"
"16612","192687","1467","1"
"16422","123463","1235","2"
"17300","169920","816","0"
"17011","163035","5849","2"
"16762","156665","-1","2"
"16689","149664","1645","0"
"16530","132998","-3","3"
"16294","114867","807","0"
"16666","147523","2135","2"
"18041","201784","596","0"
"16786","157493","5719","2"
"16243","112386","-1","2"
"17557","194186","134","1"
"16607","140295","-1","2"
"17692","186537","-1","2"
"17570","181482","637","0"
"17866","194083","-1","2"
"16490","129082","2207","0"
"16604","140192","604","1"
"18041","201778","1358","2"
"16930","161144","1973","2"
"16243","180688","1438","1"
"16719","152638","1376","0"
"16243","112434","349","1"
"17714","192156","6824","2"
"16667","147579","-1","2"
"16519","191779","1964","2"
"16909","160460","6001","2"
"10171","34470","-1","2"
"16920","160938","1492","2"
"10195","34993","805","1"
"16849","158349","2081","2"
"16651","143495","-1","2"
"16807","157761","-1","2"
"17843","194449","-1","2"
"17433","174287","-1","2"
"16901","160198","-4","2"
"17904","195786","-1","2"
"17575","203336","2495","1"
"16591","139041","157","0"
"16499","129569","593","0"
"17716","188071","-1","2"
"16694","150311","114","1"
"16528","132809","873","0"
"16501","129672","-1","2"
"16678","148162","-4","2"
"17523","178940","-1","2"
"17516","178589","6045","2"
"10196","35114","489","0"
"17692","186557","-1","2"
"18042","202085","-4","2"
"16511","130741","2337","0"
"16778","185090","-3","3"
"16863","158791","1419","2"
"18053","202661","-1","2"
"17557","199708","1158","0"
"16726","192066","1754","0"
"17518","178684","2469","2"
"16189","109956","1459","0"
"16859","174826","2547","0"
"17696","186768","-1","2"
"16673","190331","-1","2"
"10474","59891","1152","0"
"16668","151120","3354","2"
"16479","128293","-1","2"
"16969","194847","-1","2"
"16981","194340","-3","3"
"17968","199110","-3","3"
"16630","142013","3338","2"
"16950","198802","7659","2"
"18098","203074","0","2"
"17718","188320","2428","2"
"17482","176548","1822","0"
"17530","179596","6469","0"
"16481","128412","-1","2"
"17524","179090","1774","2"
"16243","112443","1042","1"
"16762","156682","-1","2"
"16592","139187","41","0"
"16909","160515","1641","0"
"16664","175289","293","1"
"16694","150257","107","0"
"16642","142735","56","0"
"16692","150060","516","0"
"16739","155682","-1","2"
"17838","192966","26","1"
"16515","131369","948","1"
"16930","161158","3343","2"
"16717","152489","523","0"
"16274","194194","2613","2"
"16892","159931","419","0"
"17845","193108","2363","2"
"16582","138395","3389","2"
"17843","194456","-1","2"
"16530","132931","-3","3"
"16425","123712","774","2"
"17813","192110","-3","3"
"17466","175047","4199","0"
"10281","12749","1361","1"
"16581","138122","304","1"
"16631","192210","1326","0"
"16571","137216","6316","2"
"16908","194471","-1","2"
"17311","194686","2186","1"
"16576","137770","-1","2"
"17971","198949","2215","2"
"16574","190237","-1","2"
"16427","191896","1227","2"
"17679","185769","-1","2"
"15224","27897","4544","2"
"17809","191721","-1","2"
"16946","192017","-1","2"
"10511","37642","998","1"
"16586","138621","6157","2"
"15181","44578","-1","2"
"10195","35017","314","1"
"16610","140588","320","1"
"16730","154061","-1","2"
"16869","159111","-1","2"
"16739","155712","-1","2"
"16623","141522","1288","2"
"5415","14031","1548","0"
"17360","171657","1630","1"
"16397","153905","-1","2"
"16531","133120","-3","3"
"17914","196112","-4","2"
"17576","181809","601","0"
"16681","148384","-1","2"
"16689","149665","1672","0"
"16768","156953","-1","2"
"17013","163057","2784","2"
"17719","188408","-3","3"
"17625","191820","2898","0"
"16579","137987","-3","3"
"16659","145421","459","1"
"17720","188631","-3","3"
"10511","37635","555","1"
"17502","177766","5439","2"
"5416","14142","1885","0"
"17530","179588","3271","0"
"16686","149475","480","0"
"10281","12753","1459","1"
"17517","178623","579","0"
"16610","140565","675","0"
"16431","124176","151","0"
"16733","154415","1439","2"
"16490","129096","403","1"
"17518","178690","2873","2"
"17548","180747","543","1"
"17528","179532","1399","1"
"10511","37627","1567","1"
"16467","127618","-3","3"
"16960","186663","-1","2"
"16859","174812","1720","0"
"16878","159455","-1","2"
"17682","195674","3362","0"
"10474","10558","1570","1"
"16674","147898","-1","2"
"16920","160947","2550","2"
"16532","133191","3070","2"
"16576","137805","-1","2"
"16739","155711","-1","2"
"16500","129638","2143","0"
"16802","157740","2172","2"
"17501","177742","626","0"
"16688","149560","1134","0"
"16577","137906","-3","3"
"17824","192453","-3","3"
"16608","140446","1486","1"
"17971","198950","2249","2"
"16835","158083","853","1"
"16393","122042","377","1"
"17910","195976","-1","2"
"16775","187169","68","1"
"16123","18849","382","0"
"16861","158695","-1","2"
"16425","123732","587","0"
"16734","193221","1934","2"
"17937","197054","2058","0"
"16660","147311","-1","2"
"17300","169936","-4","2"
"16471","127894","-1","2"
"10772","38552","349","1"
"16679","148207","-4","2"
"16590","138953","6465","2"
"16492","129153","524","2"
"18041","201811","295","0"
"16876","159347","-1","2"
"17994","199737","-3","3"
"16431","124168","499","0"
"17528","179528","1194","1"
"16573","198600","2101","0"
"16929","161128","-3","3"
"10195","34899","-1","2"
"17902","195766","-1","2"
"17624","183830","3049","2"
"18017","200415","-3","3"
"17696","186788","-1","2"
"17500","177608","68","1"
"16958","161774","-1","2"
"16594","139349","1092","0"
"16665","147493","-1","2"
"18014","200244","-1","2"
"17516","178567","3811","2"
"17718","188336","3410","2"
"17500","177664","3423","2"
"10772","38546","911","1"
"16606","203286","1466","2"
"10475","10420","-1","2"
"10325","21132","874","1"
"16740","154964","1552","0"
"10161","34380","945","0"
"16983","162342","-3","3"
"16740","155023","558","0"
"16296","115020","401","1"
"16768","156982","1555","0"
"17868","194635","1431","0"
"16487","128903","386","0"
"16695","150428","5832","0"
"17001","162694","1329","0"
"17523","178967","1098","0"
"16579","137997","-3","3"
"16689","149690","391","1"
"16667","147588","-1","2"
"16835","158076","296","1"
"16557","203024","-1","2"
"10772","38538","231","1"
"5416","14222","1481","1"
"16898","160085","-4","2"
"15224","27934","1806","1"
"16694","150227","1125","0"
"16829","157958","-3","3"
"16468","127746","598","0"
"16628","141899","7340","2"
"16660","145824","-1","2"
"17625","191823","3103","0"
"16588","138834","684","1"
"16189","109907","63","0"
"17300","169888","593","0"
"10492","37295","588","0"
"17310","170878","4708","2"
"17922","198689","-3","3"
"16613","198841","307","1"
"16607","140348","-1","2"
"16584","138579","-1","2"
"10173","14966","836","0"
"16772","157112","1389","0"
"10731","14241","821","1"
"17575","185073","3631","2"
"16869","159108","-1","2"
"18052","202622","-1","2"
"16963","199589","-1","2"
"16763","156716","-3","3"
"17648","184529","-3","3"
"17502","177795","7212","2"
"17720","188610","-3","3"
"16464","127497","1759","0"
"17682","185839","712","0"
"16857","174106","-1","2"
"16594","139301","-1","2"
"17868","194653","2596","0"
"17510","185361","-3","3"
"16497","129486","1823","0"
"10116","20190","9462","2"
"18068","202900","3407","0"
"16781","178010","6234","2"
"16571","137297","8574","0"
"16745","155220","-4","2"
"16513","130950","1467","0"
"18053","202684","-1","2"
"17516","178552","892","0"
"16614","198942","-1","2"
"16979","162304","-1","2"
"16859","174852","4079","0"
"17513","178333","3033","2"
"17937","197042","1355","0"
"17527","179294","1553","0"
"16691","149956","1741","0"
"10143","13899","1306","0"
"16950","161642","-1","2"
"16531","133102","-3","3"
"16672","147810","-1","2"
"16902","160218","-4","2"
"17845","193101","1803","2"
"17526","179239","121","1"
"16521","131875","1266","1"
"16294","114902","892","1"
"16490","129068","1260","0"
"16726","153418","5595","2"
"16612","140680","-1","2"
"16655","187716","34","0"
"10492","37301","555","0"
"16812","157823","-1","2"
"16461","126571","0","1"
"17523","178947","238","0"
"17719","188425","-3","3"
"10195","35032","609","1"
"10196","35121","1429","0"
"16993","162491","2744","2"
"16859","174855","4169","0"
"16588","138783","225","0"
"16974","162126","-1","2"
"16764","156817","2297","0"
"10196","35096","37","0"
"10491","198898","-1","2"
"16599","139837","1672","0"
"16530","154099","-3","3"
"16531","133098","-3","3"
"16695","150456","7732","0"
"16954","192032","-3","3"
"16774","157222","3785","2"
"16542","156381","4771","0"
"16679","148185","-4","2"
"16623","196405","2676","2"
"10163","15835","378","0"
"17293","173746","2679","2"
"16662","191468","1397","0"
"17001","162665","125","0"
"16786","157494","5917","2"
"16627","141827","-1","2"
"17016","163143","4412","2"
"16844","158294","-3","3"
"16571","137222","6781","2"
"18041","201773","1179","2"
"16668","151135","935","1"
"16489","129036","360","1"
"17914","196127","2162","2"
"18068","202907","6478","0"
"16521","131818","-1","2"
"16830","157978","-1","2"
"16861","158763","1496","0"
"16845","174799","1639","2"
"16522","198310","7925","2"
"16530","184351","-3","3"
"16532","133240","6634","2"
"16425","123799","133","1"
"17904","195783","-3","3"
"17682","185855","2552","0"
"16492","129183","344","1"
"16633","163222","-1","2"
"17865","193984","1758","2"
"11244","18078","175","0"
"15717","125539","-1","2"
"17570","181489","530","0"
"16429","124093","657","0"
"16517","131487","67","0"
"16740","155034","178","0"
"16670","147767","62","1"
"10731","14105","552","0"
"16922","160967","2830","2"
"16574","190241","-1","2"
"16577","192225","-3","3"
"16731","154270","1193","0"
"10772","38529","348","0"
"16511","130765","174","1"
"17502","177787","6783","2"
"16660","147240","-1","2"
"16294","114905","241","1"
"16682","148393","2095","2"
"17919","196441","-1","2"
"17001","162682","975","0"
"16535","194325","3301","2"
"17865","193999","213","1"
"16577","137919","-3","3"
"16672","147813","-1","2"
"16425","123797","24","1"
"17625","183936","1651","0"
"16867","159017","2822","2"
"17011","163003","3975","2"
"17570","181532","1157","0"
"17696","186733","-1","2"
"16835","158030","1651","2"
"16740","155004","2141","1"
"17003","162731","4203","2"
"10424","10412","1308","1"
"16565","136041","333","1"
"16527","132684","-1","2"
"16573","172116","2892","0"
"16662","191475","1138","1"
"16871","159205","3852","2"
"16629","141939","5980","2"
"18052","202626","-1","2"
"16620","174316","-1","2"
"16521","131868","1055","1"
"17502","177792","6990","2"
"16739","155646","7296","2"
"16486","128843","389","0"
"16835","199463","-1","2"
"17546","180650","-3","3"
"17838","192928","765","0"
"17360","171644","817","1"
"16427","151181","821","2"
"16974","162134","-1","2"
"17802","191344","3114","0"
"16697","150689","118","1"
"16681","148379","-1","2"
"16606","140235","1197","0"
"16793","157584","2746","2"
"16863","158862","5972","2"
"16584","138516","-1","2"
"16906","160314","1399","2"
"16418","123261","1626","0"
"16688","149586","174","1"
"10195","34925","149","0"
"16651","143538","-1","2"
"10474","10586","125","1"
"17940","197275","332","1"
"17996","199846","-3","3"
"10161","34394","2561","0"
"17966","198767","-1","2"
"10491","37221","651","1"
"17680","193023","-1","2"
"17011","163037","5962","2"
"16576","137753","-1","2"
"16294","114894","531","1"
"16924","161022","338","2"
"17005","162809","6080","2"
"17527","179277","-1","2"
"16643","186097","-1","2"
"17433","203219","-1","2"
"17940","197231","3662","2"
"16608","140482","481","1"
"16656","147120","-3","3"
"17719","188445","-3","3"
"17393","197570","-3","3"
"16909","160538","2964","0"
"16663","147396","-1","2"
"16584","138545","-1","2"
"16487","128933","228","1"
"17500","177653","2945","2"
"10475","10418","-1","2"
"16740","154993","1594","1"
"16977","193074","-3","3"
"16631","186426","6639","2"
"17940","197235","4247","2"
"16562","135001","-1","2"
"16474","128020","1023","1"
"16511","130721","1365","0"
"16901","160203","-4","2"
"15224","27892","3847","2"
"16294","114898","756","1"
"16774","157244","1625","0"
"10116","20186","8937","2"
"16728","198540","1744","1"
"17682","202306","-1","2"
"16479","128320","230","0"
"18098","203078","0","0"
"16843","158257","2070","2"
"16584","195105","-1","2"
"16521","131841","862","0"
"16748","155549","1071","1"
"16517","131546","74","1"
"17940","197260","6152","2"
"17528","179507","2558","1"
"17625","183929","1204","0"
"5413","199772","1934","2"
"17668","199481","1717","0"
"16574","137502","-1","2"
"16513","130891","3200","2"
"16258","113136","1526","0"
"16835","158100","2132","1"
"10195","34971","860","0"
"17501","177706","-1","2"
"10161","34353","146","2"
"16606","140280","-3","3"
"15224","192894","-1","2"
"16515","131309","418","0"
"10149","170123","1525","1"
"17671","191222","-1","2"
"10731","14231","537","1"
"17294","173847","4556","0"
"16427","151153","410","2"
"16485","128765","978","0"
